Processo de otimização com POPULAÇÃO INICIAL [100] e QUANTIDADE DE EVOLUÇÕES [5]

2025-02-14T02:28:50.3882823 | Evolução [105] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:29:59.8853108 | Evolução [106] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:31:15.428604 | Evolução [107] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:32:25.3504426 | Evolução [108] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:33:45.8875759 | Evolução [109] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:35:01.122997 | Evolução [110] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:36:15.5367812 | Evolução [111] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:37:25.8261924 | Evolução [112] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:38:34.2850166 | Evolução [113] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:39:46.3630309 | Evolução [114] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:40:58.2368903 | Evolução [115] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:42:04.1867986 | Evolução [116] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:43:02.716264 | Evolução [117] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:44:03.2009345 | Evolução [118] | Melhor avaliação [2319] | Pior avaliação [2319]
2025-02-14T02:45:08.394791 | Evolução [119] | Melhor avaliação [2319] | Pior avaliação [2319]

Processo de otimização realizado em [2025-02-14T20:05:46.62] com: 
	- POPULAÇÃO INICIAL [50]
	- QUANTIDADE DE EVOLUÇÕES [2]

2025-02-14T20:05:46.61 | Evolução [0] | Melhor avaliação [3904] | Pior avaliação [7145]
2025-02-14T20:06:33.61 | Evolução [1] | Melhor avaliação [3342] | Pior avaliação [6600]

Processo de sequenciamento finalizado em [2025-02-14T20:06:33.61]
	- MELHOR AVALIAÇÃO ATINGIDA: 3342

Processo de otimização realizado em [2025-02-14T20:08:41.94] com: 
	- POPULAÇÃO INICIAL [50]
	- QUANTIDADE DE EVOLUÇÕES [2]

2025-02-14T20:08:41.94 | Evolução [0] | Melhor avaliação [3933] | Pior avaliação [7065]
2025-02-14T20:09:54.59 | Evolução [1] | Melhor avaliação [3311] | Pior avaliação [6680]

Processo de sequenciamento finalizado em [2025-02-14T20:09:54.59]
	- MELHOR AVALIAÇÃO ATINGIDA: 3311


